"person_id","display_first_last","birthdate","school","country","height","weight","season_exp","jersey","position","team_id","team_name","team_abbreviation","team_city","from_year","to_year"
2755,"Kevin Martin",1983-02-01,"Western Carolina","USA","6-7",199,13,"23","Guard",1610612758,"Kings","SAC","Sacramento",2004,2015
77475,"Larue Martin",1950-03-26,"Loyola-Chicago","USA","6-11",208,4,"35","Center",1610612757,"Trail Blazers","POR","Portland",1972,1975
77476,"Mo Martin",1964-07-02,"St. Joseph's (PA)","USA","6-6",200,2,"11","Guard",1610612743,"Nuggets","DEN","Denver",1986,1987
77479,"Ronald Martin",1939-04-11,"St. Bonaventure","USA","6-2",185,1,"7","Guard",1610612752,"Knicks","NYK","New York",1961,1961
77480,"Slater Martin",1925-10-22,"Texas-Austin","USA","5-10",170,11,"22","Guard",1610612747,"Lakers","MNL","Minneapolis",1949,1959
1631213,"Tyrese Martin",1999-03-07,"Connecticut","USA","6-6",215,1,"22","Guard",1610612737,"Hawks","ATL","Atlanta",2022,2023
1630231,"Kenyon Martin Jr.",2001-01-06,"IMG Academy (FL)","USA","6-7",215,3,"6","Forward",1610612745,"Rockets","HOU","Houston",2020,2023
469,"Jamal Mashburn",1972-11-29,"Kentucky","USA","6-8",247,12,"24","Forward",1610612742,"Mavericks","DAL","Dallas",1993,2003
77482,"Al Masino",1928-02-05,"Canisius","USA","5-10",174,2,"12","Guard",1610612737,"Hawks","MIH","Milwaukee",1952,1953
193,"Anthony Mason",1966-12-14,"Tennessee State","USA","6-8",255,14,"17","Forward",1610612752,"Knicks","NYK","New York",1989,2002
2046,"Desmond Mason",1977-10-11,"Oklahoma State","USA","6-5",222,10,NA,"Guard",0,NA,NA,NA,2000,2009
1628412,"Frank Mason III",1994-04-03,"Kansas","USA","5-11",190,5,NA,"Guard",0,NA,NA,NA,2017,2020
763,"Tony Massenburg",1967-07-31,"Maryland","USA","6-9",250,14,"34","Forward-Center",1610612763,"Grizzlies","MEM","Memphis",1990,2004
77483,"Eddie Mast",1948-10-03,"Temple","USA","6-9",220,3,"25","Forward",1610612752,"Knicks","NYK","New York",1970,1972
1628999,"Yante Maten",1996-08-14,"Georgia","USA","6-8",240,2,"00","Forward",1610612748,"Heat","MIA","Miami",2018,2018
1629726,"Garrison Mathews",1996-10-24,"Lipscomb","USA","6-6",215,4,"25","Guard",1610612737,"Hawks","ATL","Atlanta",2019,2023
1628493,"Mangok Mathiang",1992-10-08,"Louisville","Australia","6-10",230,1,"9","Forward-Center",1610612766,"Hornets","CHA","Charlotte",2017,2017
1629751,"Dakota Mathias",1995-07-11,"Purdue","USA","6-4",200,3,NA,"Guard",0,NA,NA,NA,2020,2021
1631097,"Bennedict Mathurin",2002-06-19,"Arizona","Canada","6-5",210,1,"00","Guard-Forward",1610612754,"Pacers","IND","Indiana",2022,2023
77484,"Wes Matthews",1959-08-24,"Wisconsin","USA","6-1",170,9,"1","Guard",1610612737,"Hawks","ATL","Atlanta",1980,1989
202083,"Wesley Matthews",1986-10-14,"Marquette","USA","6-5",220,14,"23","Guard",1610612749,"Bucks","MIL","Milwaukee",2009,2023
77485,"Ariel Maughan",1923-02-23,"Utah State","USA","6-4",190,5,NA,"Forward",1610610034,"Bombers","BOM","St. Louis",1946,1950
77486,"Marlon Maxey",1969-02-19,"Texas-El Paso","USA","6-8",250,2,"25","Forward",1610612750,"Timberwolves","MIN","Minnesota",1992,1993
101131,"Jason Maxiell",1983-02-18,"Cincinnati","USA","6-7",260,10,"54","Forward",1610612765,"Pistons","DET","Detroit",2005,2014
77487,"Cedric Maxwell",1955-11-21,"North Carolina-Charlotte","USA","6-8",205,11,"31","Forward",1610612738,"Celtics","BOS","Boston",1977,1987
137,"Vernon Maxwell",1965-09-12,"Florida","USA","6-4",190,13,"3","Guard",1610612745,"Rockets","HOU","Houston",1988,2000
77489,"Don May",1946-01-03,"Dayton","USA","6-4",200,7,"23","Forward",1610612737,"Hawks","ATL","Atlanta",1968,1974
77490,"Scott May",1954-03-19,"Indiana","USA","6-6",215,7,"24","Forward",1610612741,"Bulls","CHI","Chicago",1976,1982
101118,"Sean May",1984-04-04,"North Carolina","USA","6-9",266,5,"42","Center-Forward",1610612766,"Bobcats","CHA","Charlotte",2005,2009
77492,"Clyde Mayes",1953-03-17,"Furman","USA","6-8",225,2,"22","Forward",1610612749,"Bucks","MIL","Milwaukee",1975,1976
77495,"Bill Mayfield",1957-10-17,"Iowa","USA","6-7",205,1,"36","Forward",1610612744,"Warriors","GOS","Golden State",1980,1980
77494,"Ken Mayfield",1948-05-11,"Tuskegee","USA","6-2",185,1,"16","Guard",1610612752,"Knicks","NYK","New York",1975,1975
201953,"Eric Maynor",1987-06-11,"Virginia Commonwealth","USA","6-3",175,5,NA,"Guard",0,NA,NA,NA,2009,2013
201564,"O.J. Mayo",1987-11-05,"Southern California","USA","6-5",210,9,"3","Guard",1610612763,"Grizzlies","MEM","Memphis",2008,2015
1630219,"Skylar Mays",1997-09-05,"Louisiana State","USA","6-4",205,3,NA,"Guard",0,NA,NA,NA,2020,2022
77496,"Travis Mays",1968-06-19,"Texas-Austin","USA","6-2",190,3,"1","Guard",1610612758,"Kings","SAC","Sacramento",1990,1992
77497,"Matt Mazza",1923-09-23,"Michigan State","USA","6-3",210,1,NA,"Forward",1610610033,"Redskins","SHE","Sheboygan",1949,1949
201601,"Luc Mbah a Moute",1986-09-09,"UCLA","Cameroon","6-8",230,13,"12","Forward",1610612749,"Bucks","MIL","Milwaukee",2008,2019
2788,"DJ Mbenga",1980-12-30,"Spirou Charleroi","Belgium","7-0",255,8,"28","Center",1610612747,"Lakers","LAL","Los Angeles",2004,2010
77498,"Bob McAdoo",1951-09-25,"North Carolina","USA","6-9",210,14,"11","Center",1610612746,"Braves","BUF","Buffalo",1972,1985
203949,"James Michael McAdoo",1993-01-04,"North Carolina","USA","6-9",230,4,NA,"Forward",0,NA,NA,NA,2014,2017
77499,"Ken McBride",1905-04-14,"Maryland-Eastern Shore","USA","6-3",190,1,"4","Forward",1610612737,"Hawks","MIH","Milwaukee",1954,1954
1630540,"Miles McBride",2000-09-08,"West Virginia","USA","6-2",195,2,"2","Guard",1610612752,"Knicks","NYK","New York",2021,2023
203492,"Ray McCallum",1991-06-12,"Detroit","USA","6-3",190,4,NA,"Guard",0,NA,NA,NA,2013,2015
737,"Bob McCann",1964-04-22,"Morehead State","USA","6-6",244,5,NA,"Forward",0,NA,NA,NA,1989,1997
77500,"Brendan McCann",1935-07-05,"St. Bonaventure","USA","6-2",178,3,"3","Guard",1610612752,"Knicks","NYK","New York",1957,1959
77502,"Mel McCants",1967-08-19,"Purdue","USA","6-8",240,1,"49","Forward",1610612747,"Lakers","LAL","Los Angeles",1989,1989
101119,"Rashad McCants",1984-09-25,"North Carolina","USA","6-4",215,5,"7","Guard",1610612750,"Timberwolves","MIN","Minnesota",2005,2008
77503,"Mike McCarron",1922-03-02,"Seton Hall","USA","5-11",180,2,NA,"Guard",1610610035,"Huskies","HUS","Toronto",1946,1949
77504,"Andre McCarter",1953-08-25,"UCLA","USA","6-3",190,3,"33","Guard",1610612758,"Kings","KCK","Kansas City",1976,1980
77505,"Willie McCarter",1946-07-26,"Drake","USA","6-3",175,3,"17","Guard",1610612747,"Lakers","LAL","Los Angeles",1969,1971
77507,"Howie McCarty",1905-04-02,"Wayne State","USA",NA,NA,1,NA,NA,1610610028,"Falcons","DEF","Detroit",1946,1946
1820,"Kelly McCarty",1975-08-24,"Southern Mississippi","USA","6-7",200,1,"11","Guard-Forward",1610612743,"Nuggets","DEN","Denver",1998,1998
962,"Walter McCarty",1974-02-01,"Kentucky","USA","6-10",245,10,"0","Forward",1610612738,"Celtics","BOS","Boston",1996,2005
1043,"Amal McCaskill",1973-10-28,"Marquette","USA","6-11",235,5,"00","Center",1610612755,"76ers","PHI","Philadelphia",1996,2003
1627775,"Patrick McCaw",1995-10-25,"UNLV","USA","6-7",181,6,NA,"Guard",0,NA,NA,NA,2016,2020
77509,"Dwayne McClain",1963-02-07,"Villanova","USA","6-6",185,1,"44","Guard",1610612754,"Pacers","IND","Indiana",1985,1985
77510,"Ted, Hound Dog McClain",1947-08-30,"Tennessee State","USA","6-1",180,3,"12","Guard",1610612743,"Nuggets","DEN","Denver",1976,1978
2082,"Dan McClintock",1977-04-19,"Northern Arizona","USA","7-0",270,1,"50","Center",1610612743,"Nuggets","DEN","Denver",2000,2000
77512,"Jack McCloskey",1925-09-19,"Pennsylvania","USA","6-2",190,1,NA,"Guard",1610612744,"Warriors","PHW","Philadelphia",1952,1952
45,"George McCloud",1967-05-27,"Florida State","USA","6-8",230,13,"21","Forward",1610612754,"Pacers","IND","Indiana",1989,2002
77513,"John McConathy",1930-04-09,"Northwestern State","USA","6-5",195,1,"15","Forward",1610612737,"Hawks","MIH","Milwaukee",1951,1951
204456,"T.J. McConnell",1992-03-25,"Arizona","USA","6-1",190,8,"9","Guard",1610612754,"Pacers","IND","Indiana",2015,2023
77516,"Tim McCormick",1962-03-10,"Michigan","USA","6-11",240,8,"44","Center",1610612760,"SuperSonics","SEA","Seattle",1984,1991
1741,"Jelani McCoy",1977-12-06,"UCLA","USA","6-10",245,9,NA,"Forward-Center",0,NA,NA,NA,1998,2007
77517,"Paul McCracken",1950-09-11,"California State-Northridge","USA","6-4",180,3,"7","Guard",1610612745,"Rockets","HOU","Houston",1972,1976
200840,"Chris McCray",1984-05-27,"Maryland","USA","6-5",192,1,NA,"Guard",0,NA,NA,NA,2006,2006
77518,"Scooter McCray",1960-02-08,"Louisville","USA","6-9",215,3,"20","Forward",1610612760,"SuperSonics","SEA","Seattle",1983,1986
1628571,"Erik McCree",1993-12-20,"Louisiana Tech","USA","6-8",225,1,"21","Forward",1610612762,"Jazz","UTA","Utah",2017,2017
1626191,"Chris McCullough",1995-02-05,"Syracuse","USA","6-9",215,4,"1","Forward",1610612751,"Nets","BKN","Brooklyn",2015,2017
77520,"John McCullough",1956-10-05,"Oklahoma","USA","6-4",190,1,"8","Guard",1610612756,"Suns","PHX","Phoenix",1981,1981
723,"Clint McDaniel",1972-02-26,"Arkansas","USA","6-4",180,1,"20","Guard",1610612758,"Kings","SAC","Sacramento",1995,1995
1365,"Xavier McDaniel",1963-06-04,"Wichita State","USA","6-7",205,12,NA,"Forward",0,NA,NA,NA,1985,1997
1629667,"Jalen McDaniels",1998-01-31,"San Diego State","USA","6-9",205,4,"7","Forward-Center",1610612755,"76ers","PHI","Philadelphia",2019,2023
77523,"Jim McDaniels",1948-04-02,"Western Kentucky","USA","6-11",228,5,"44","Center",1610612760,"SuperSonics","SEA","Seattle",1971,1977
203909,"KJ McDaniels",1993-02-09,"Clemson","USA","6-6",205,4,"14","Guard-Forward",1610612745,"Rockets","HOU","Houston",2014,2016
203926,"Doug McDermott",1992-01-03,"Creighton","USA","6-6",225,9,"17","Forward",1610612759,"Spurs","SAS","San Antonio",2014,2023
1630253,"Sean McDermott",1996-11-03,"Butler","USA","6-6",195,2,"30","Forward",1610612763,"Grizzlies","MEM","Memphis",2020,2020
77524,"Ben McDonald",1962-07-20,"California-Irvine","USA","6-8",210,4,"30","Forward",1610612744,"Warriors","GOS","Golden State",1985,1988
77525,"Glenn McDonald",1952-03-18,"Long Beach State","USA","6-6",190,3,"13","Forward",1610612738,"Celtics","BOS","Boston",1974,1976
1075,"Michael McDonald",1969-02-13,"New Orleans","USA","6-10",232,1,NA,"Center",0,NA,NA,NA,1997,1997
77527,"Hank McDowell",1959-11-13,"Memphis","USA","6-9",215,6,"41","Forward",1610612746,"Clippers","SDC","San Diego",1981,1986
686,"Antonio McDyess",1974-09-07,"Alabama","USA","6-9",245,16,"34","Forward-Center",1610612765,"Pistons","DET","Detroit",1995,2010
77528,"Jim McElroy",1953-10-04,"Central Michigan","USA","6-3",190,7,"33","Guard",1610612762,"Jazz","UTA","New Orleans",1975,1981
200829,"Ivan McFarlin",1982-04-26,"Oklahoma State","USA","6-7",229,1,NA,"Forward",0,NA,NA,NA,2006,2006
203956,"Mitch McGary",1992-06-06,"Michigan","USA","6-10",255,3,"33","Forward",1610612760,"Thunder","OKC","Oklahoma City",2014,2015
77530,"Mike McGee",1959-07-29,"Michigan","USA","6-5",190,9,"40","Forward",1610612747,"Lakers","LAL","Los Angeles",1981,1989
77531,"Bill McGill",1939-09-16,"Utah","USA","6-9",225,3,"40","Center",1610612752,"Knicks","NYK","New York",1962,1964
77532,"George McGinnis",1950-08-12,"Indiana","USA","6-8",235,7,"30","Forward",1610612755,"76ers","PHI","Philadelphia",1975,1981
77534,"Gil McGregor",1949-06-14,"Wake Forest","USA","6-8",240,1,"25","Forward",1610612758,"Royals","CIN","Cincinnati",1971,1971
1630787,"Cameron McGriff",1997-09-30,"Oklahoma State","USA","6-7",220,1,NA,"Forward",0,NA,NA,NA,2021,2021
203585,"Rodney McGruder",1991-07-29,"Kansas State","USA","6-4",205,7,"17","Guard",1610612765,"Pistons","DET","Detroit",2016,2023
77536,"Al McGuire",1928-09-07,"St. John's (NY)","USA","6-2",180,4,NA,"Guard",1610612752,"Knicks","NYK","New York",1951,1954
77535,"Allie McGuire",1951-07-10,"Marquette","USA","6-3",175,1,"16","Guard",1610612752,"Knicks","NYK","New York",1973,1973
77537,"Dick McGuire",1926-01-25,"St. John's (NY)","USA","6-0",180,11,"15","Guard",1610612752,"Knicks","NYK","New York",1949,1959
201187,"Dominic McGuire",1985-10-20,"Fresno State","USA","6-9",235,7,NA,"Forward",0,NA,NA,NA,2007,2012
1450,"Kevin McHale",1957-12-19,"Minnesota","USA","6-10",210,13,"32","Forward",1610612738,"Celtics","BOS","Boston",1980,1992
29,"Jim McIlvaine",1972-07-30,"Marquette","USA",NA,NA,7,NA,"Center",0,NA,NA,NA,1994,2000
976,"Jeff McInnis",1974-10-22,"North Carolina","USA","6-4",190,11,NA,"Guard",0,NA,NA,NA,1996,2007
77540,"Kenny McIntosh",1949-01-21,"Eastern Michigan","USA","6-7",225,4,"43","Forward",1610612760,"SuperSonics","SEA","Seattle",1971,1974
77541,"Kevin McKenna",1959-01-08,"Creighton","USA","6-5",195,6,"12","Forward",1610612751,"Nets","NJN","New Jersey",1981,1987
77542,"Forrest McKenzie",1963-02-16,"Loyola-Marymount","USA","6-7",200,1,"7","Forward",1610612759,"Spurs","SAS","San Antonio",1986,1986
77543,"Stan McKenzie",1944-10-06,"New York University","USA","6-5",195,7,"40","Forward",1610612757,"Trail Blazers","POR","Portland",1967,1973
365,"Derrick McKey",1966-10-10,"Alabama","USA","6-10",241,15,"9","Forward",1610612754,"Pacers","IND","Indiana",1987,2001
243,"Aaron McKie",1972-10-02,"Temple","USA","6-5",209,14,"2","Guard",1610612755,"76ers","PHI","Philadelphia",1994,2006
77545,"Carlton McKinney",1964-10-21,"Southern Methodist","USA","6-4",190,2,"4","Forward",1610612746,"Clippers","LAC","Los Angeles",1989,1991
77546,"Horace McKinney",1919-01-01,"North Carolina","USA","6-6",185,6,"17","Forward",1610610036,"Capitols","WAS","Washington",1946,1951
203590,"Trey McKinney-Jones",1990-08-27,"Miami","USA","6-5",220,1,NA,"Guard",0,NA,NA,NA,2017,2017
1628035,"Alfonzo McKinnie",1992-09-17,"Wisconsin-Green Bay","USA","6-7",215,5,NA,"Forward",0,NA,NA,NA,2017,2021
1629162,"Jordan McLaughlin",1996-04-09,"Southern California","USA","6-0",185,4,"6","Guard",1610612750,"Timberwolves","MIN","Minnesota",2019,2023
203463,"Ben McLemore",1993-02-11,"Kansas","USA","6-3",195,10,"23","Guard",1610612757,"Trail Blazers","POR","Portland",2013,2021
77548,"Mccoy McLemore",1942-04-03,"Drake","USA","6-7",230,8,"18","Forward",1610612744,"Warriors","SFW","San Francisco",1964,1971
2693,"Keith McLeod",1979-11-05,"Bowling Green","USA","6-2",190,5,"20","Guard",1610612762,"Jazz","UTA","Utah",2003,2006
1728,"Roshown McLeod",1975-11-17,"Duke","USA",NA,NA,3,NA,"Forward",0,NA,NA,NA,1998,2000
77551,"Jack McMahon",1928-12-03,"St. John's (NY)","USA","6-1",185,8,"21","Guard",1610612737,"Hawks","STL","St. Louis",1952,1959
203,"Nate McMillan",1964-08-03,"North Carolina State","USA","6-5",210,12,"10","Guard-Forward",1610612760,"SuperSonics","SEA","Seattle",1986,1997
77553,"Tom McMillen",1952-05-26,"Maryland","USA","6-11",215,11,"54","Forward",1610612737,"Hawks","ATL","Atlanta",1975,1985
77554,"Jim McMillian",1948-03-11,"Columbia","USA","6-5",215,9,"5","Forward",1610612747,"Lakers","LAL","Los Angeles",1970,1978
77555,"Shellie McMillon",1936-03-11,"Bradley","USA","6-5",205,4,"25","Forward",1610612765,"Pistons","DET","Detroit",1958,1961
77558,"Mark McNamara",1959-06-08,"California","USA","6-11",235,8,"31","Center",1610612755,"76ers","PHI","Philadelphia",1982,1990
77559,"Joe McNamee",1926-09-24,"San Francisco","USA","6-6",210,2,NA,"Center",1610612758,"Royals","ROC","Rochester",1950,1951
202077,"Jerel McNeal",1987-06-01,"Marquette","USA","6-3",200,3,"8","Guard",1610612756,"Suns","PHX","Phoenix",2012,2014
77562,"Bob McNeill",1938-10-22,"St. Joseph's (PA)","USA","6-1",170,2,"52","Guard",1610612752,"Knicks","NYK","New York",1960,1961
77561,"Larry McNeill",1951-01-31,"Marquette","USA","6-9",195,6,"32","Forward",1610612758,"Kings","KCK","Kansas City",1973,1978
77563,"Carl McNulty",1930-02-14,"Purdue","USA","6-3",185,1,"6","Guard",1610612737,"Hawks","MIH","Milwaukee",1954,1954
2101,"Paul McPherson",1978-07-03,"DePaul","USA","6-4",210,1,"23","Guard",1610612756,"Suns","PHX","Phoenix",2000,2000
203895,"Jordan McRae",1991-03-28,"Tennessee","USA","6-5",179,5,"52","Guard",1610612764,"Wizards","WAS","Washington",2015,2019
77566,"Thales McReynolds",1943-06-08,"Miles","USA","6-3",185,1,"11","Guard",1610612764,"Bullets","BLT","Baltimore",1965,1965
77567,"Eric McWilliams",1950-04-18,"Long Beach State","USA","6-8",200,1,"22","Forward",1610612745,"Rockets","HOU","Houston",1972,1972
77568,"George Mearns",1922-04-18,"Rhode Island","USA","6-3",175,2,NA,"Forward",1610610032,"Steamrollers","PRO","Providence",1946,1947
2098,"Slava Medvedenko",1979-04-04,"Kyiv","Ukraine","6-10",253,8,"3","Forward",1610612747,"Lakers","LAL","Los Angeles",2000,2006
201975,"Jodie Meeks",1987-08-21,"Kentucky","USA","6-4",210,11,"20","Guard",1610612755,"76ers","PHI","Philadelphia",2009,2018
77570,"Cliff Meely",1947-07-10,"Colorado","USA","6-8",215,5,"21","Forward",1610612745,"Rockets","HOU","Houston",1971,1975
77572,"Dick Mehen",1922-05-20,"Tennessee","USA","6-5",195,3,"17","Forward",1610612765,"Pistons","FTW","Ft. Wayne Zollner",1949,1951
77573,"Don Meineke",1930-10-30,"Dayton","USA","6-7",208,5,"22","Forward",1610612765,"Pistons","FTW","Ft. Wayne Zollner",1952,1957
203539,"Gal Mekel",1988-03-04,"Wichita State","Israel","6-3",191,2,NA,"Guard",0,NA,NA,NA,2013,2014
77576,"Bill Melchionni",1944-10-19,"Villanova","USA","6-1",165,2,"25","Guard",1610612755,"76ers","PHI","Philadelphia",1966,1967
1629740,"Nicolo Melli",1991-01-26,NA,"Italy","6-9",236,3,"44","Forward",1610612740,"Pelicans","NOP","New Orleans",2019,2020
203097,"Fab Melo",1990-06-20,"Syracuse","Brazil","7-0",255,2,"13","Center",1610612738,"Celtics","BOS","Boston",2012,2012
1629001,"De'Anthony Melton",1998-05-28,"Southern California","USA","6-2",200,5,"8","Guard",1610612755,"76ers","PHI","Philadelphia",2018,2023
77577,"Ed Melvin",1916-02-13,"Duquesne","USA","5-9",170,1,NA,"Forward",1610610031,"Ironmen","PIT","Pittsburgh",1946,1946
77578,"Dean Meminger",1948-05-13,"Marquette","USA","6-1",175,6,"7","Guard",1610612752,"Knicks","NYK","New York",1971,1976
77579,"Chuck Mencel",1933-04-21,"Minnesota","USA","6-0",168,2,"18","Guard",1610612747,"Lakers","MNL","Minneapolis",1955,1956
77580,"John Mengelt",1949-10-16,"Auburn","USA","6-2",195,10,"15","Guard",1610612765,"Pistons","DET","Detroit",1971,1980
77581,"Ken Menke",1922-10-02,"Illinois","USA","6-0",168,1,NA,"Guard",1610610037,"Hawks","WAT","Waterloo",1949,1949
200822,"Pops Mensah-Bonsu",1983-09-07,"George Washington","USA","6-9",235,4,NA,"Forward",0,NA,NA,NA,2006,2010
1500,"Ron Mercer",1976-05-18,"Kentucky","USA","6-7",215,9,NA,"Guard-Forward",0,NA,NA,NA,1997,2004
77582,"Joe Meriweather",1953-10-26,"Southern Illinois","USA","6-10",215,10,"50","Center",1610612758,"Kings","KCK","Kansas City",1975,1984
77583,"Porter Meriwether",1940-03-16,"Tennessee State","USA","6-2",180,1,"14","Guard",1610612755,"Nationals","PHI","Syracuse",1962,1962
1630241,"Sam Merrill",1996-05-15,"Utah State","USA","6-4",205,3,"20","Guard",1610612739,"Cavaliers","CLE","Cleveland",2020,2023
77584,"Tom Meschery",1938-10-26,"St. Mary's (CA)","USA","6-6",215,10,"14","Forward",1610612744,"Warriors","SFW","San Francisco",1961,1970
1629002,"Chimezie Metu",1997-03-22,"Southern California","USA","6-9",225,5,"7","Forward-Center",1610612758,"Kings","SAC","Sacramento",2018,2023
77586,"Dave Meyers",1953-04-21,"UCLA","USA","6-9",215,4,"7","Forward",1610612749,"Bucks","MIL","Milwaukee",1975,1979
77587,"Stan Miasek",1924-08-08,"No School","USA","6-5",210,6,"3","Forward",1610610025,"Stags","CHS","Chicago",1946,1952
77588,"Larry Micheaux",1960-03-24,"Houston","USA","6-9",220,2,"40","Forward",1610612745,"Rockets","HOU","Houston",1983,1984
1626175,"Jordan Mickey",1994-07-09,"Louisiana State","USA","6-8",235,4,"25","Center-Forward",1610612738,"Celtics","BOS","Boston",2015,2017
203114,"Khris Middleton",1991-08-12,"Texas A&M","USA","6-7",222,11,"22","Forward",1610612749,"Bucks","MIL","Milwaukee",2012,2023
77589,"Zigmund Mihalik",1916-09-22,"Ford City HS (PA)","USA","6-0",180,1,NA,"Guard",1610610031,"Ironmen","PIT","Pittsburgh",1946,1946
77590,"Ed Mikan",1925-10-20,"DePaul","USA","6-8",230,6,"15","Center",1610612744,"Warriors","PHW","Philadelphia",1948,1953
600012,"George Mikan",1924-06-18,"DePaul","USA","6-10",245,7,"99","Center",1610612747,"Lakers","MNL","Minneapolis",1948,1955
77591,"Larry Mikan",1948-04-08,"Minnesota","USA","6-7",210,1,"30","Forward",1610612739,"Cavaliers","CLE","Cleveland",1970,1970
77593,"Vern Mikkelsen",1928-10-21,"Hamline","USA","6-7",230,10,"19","Forward",1610612747,"Lakers","MNL","Minneapolis",1949,1958
77594,"Al Miksis",1928-02-02,"Western Illinois","USA","6-7",210,1,NA,"Center",1610610037,"Hawks","WAT","Waterloo",1949,1949
101223,"Aaron Miles",1983-04-13,"Kansas","USA","6-1",190,2,NA,"Guard",0,NA,NA,NA,2005,2005
101139,"CJ Miles",1987-03-18,"No College","USA","6-6",220,16,NA,"Guard",0,NA,NA,NA,2005,2021
2032,"Darius Miles",1981-10-09,"East St. Louis HS (IL)","USA","6-9",235,8,"3","Forward",1610612746,"Clippers","LAC","Los Angeles",2000,2008
77596,"Eddie Miles",1940-07-05,"Seattle","USA","6-4",195,9,"42","Guard",1610612765,"Pistons","DET","Detroit",1963,1971
2545,"Darko Milicic",1985-06-20,"Hemoform","Serbia","7-0",275,10,NA,"Center",0,NA,NA,NA,2003,2012
77598,"Nat Militzok",1923-05-03,"Cornell","USA","6-3",195,1,NA,"Forward",1610612752,"Knicks","NYK","New York",1946,1946
1889,"Andre Miller",1976-03-19,"Utah","USA","6-3",200,18,"24","Guard",1610612743,"Nuggets","DEN","Denver",1999,2015
292,"Anthony Miller",1971-10-22,"Michigan State","USA","6-9",255,8,NA,"Forward",0,NA,NA,NA,1994,2004
77605,"Bill Miller",1924-11-24,"North Carolina","USA","6-3",190,1,NA,"Forward",1610610025,"Stags","CHS","Chicago",1948,1948
77603,"Bob Miller",1956-07-09,"Cincinnati","USA","6-10",230,1,"41","Forward",1610612759,"Spurs","SAS","San Antonio",1983,1983
1802,"Brad Miller",1976-04-12,"Purdue","USA","7-0",261,15,"52","Center-Forward",1610612758,"Kings","SAC","Sacramento",1998,2011
203121,"Darius Miller",1990-03-21,"Kentucky","USA","6-6",225,6,NA,"Forward",0,NA,NA,NA,2012,2020
77602,"Dick Miller",1958-04-26,"Toledo","USA","6-6",215,1,"30","Forward",1610612754,"Pacers","IND","Indiana",1980,1980
77599,"Eddie Miller",1931-06-18,"Syracuse","USA","6-8",225,2,NA,"Forward",1610610024,"Bullets","BAL","Baltimore",1952,1953
77600,"Harry Miller",1923-07-28,"North Carolina","USA","6-4",230,1,NA,"Center",1610610035,"Huskies","HUS","Toronto",1946,1946
1630627,"Isaiah Miller",1997-11-09,"North Carolina-Greensboro","USA",NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA
77601,"Jay Miller",1943-07-19,"Notre Dame","USA","6-5",205,2,"12","Forward",1610612737,"Hawks","STL","St. Louis",1967,1968
1626259,"Malcolm Miller",1993-03-06,"Holy Cross","USA","6-7",210,4,"13","Guard-Forward",1610612761,"Raptors","TOR","Toronto",2017,2019
2034,"Mike Miller",1980-02-19,"Florida","USA","6-8",218,18,"3","Guard-Forward",1610612763,"Grizzlies","MEM","Memphis",2000,2016
932,"Oliver Miller",1970-04-06,"Arkansas","USA","6-9",315,10,"3","Center",1610612756,"Suns","PHX","Phoenix",1992,2003
203113,"Quincy Miller",1992-11-18,"Baylor","USA","6-9",210,4,"34","Forward",1610612743,"Nuggets","DEN","Denver",2012,2014
77604,"Walt Miller",1915-07-30,"Duquesne","USA","6-2",190,1,NA,"Forward",1610610031,"Ironmen","PIT","Pittsburgh",1946,1946
168,"Chris Mills",1970-01-25,"Arizona","USA","6-7",220,11,"34","Forward",1610612739,"Cavaliers","CLE","Cleveland",1993,2002
77606,"John Mills",1919-09-07,"Western Kentucky","USA","6-8",203,1,NA,"Center",1610610031,"Ironmen","PIT","Pittsburgh",1946,1946
371,"Terry Mills",1967-12-21,"Michigan","USA",NA,NA,11,NA,"Forward",0,NA,NA,NA,1990,2000
202407,"Elijah Millsap",1987-08-12,"Alabama-Birmingham","USA","6-7",215,4,"22","Guard-Forward",1610612762,"Jazz","UTA","Utah",2014,2016
200794,"Paul Millsap",1985-02-10,"Louisiana Tech","USA","6-7",257,17,"8","Forward",1610612755,"76ers","PHI","Philadelphia",2006,2021
1629003,"Shake Milton",1996-09-26,"Southern Methodist","USA","6-5",205,5,"18","Guard-Forward",1610612755,"76ers","PHI","Philadelphia",2018,2023
114,"Harold Miner",1971-05-05,"Southern California","USA","6-5",210,4,"4","Guard",1610612748,"Heat","MIA","Miami",1992,1995
77610,"Dave Minor",1922-02-23,"UCLA","USA","6-2",185,2,"8","Guard",1610612737,"Hawks","MIH","Milwaukee",1951,1952
65,"Greg Minor",1971-09-08,"Louisville","USA","6-6",210,5,NA,"Guard",0,NA,NA,NA,1994,1998
1631169,"Josh Minott",2002-11-25,"Memphis","USA","6-8",205,1,"8","Forward",1610612750,"Timberwolves","MIN","Minnesota",2022,2023
202703,"Nikola Mirotic",1991-02-11,"Real Madrid","Montenegro","6-10",250,6,"41","Forward",1610612741,"Bulls","CHI","Chicago",2014,2018
77613,"Wat Misaka",1923-12-21,"Utah","USA","5-7",150,1,"15","Guard",1610612752,"Knicks","NYK","New York",1947,1947
1954,"Jason Miskiri",1975-08-19,"George Mason","USA","6-2",185,2,NA,"Guard",0,NA,NA,NA,1999,1999
